appid,title,publisher_group,language,recommendationid,voted_up,cl_sentiment,cl_theme,cl_pc_specific,cl_lang_group,cl_summary
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,212939781,True,positive,gameplay,not_mentioned,english,Great remake with new battle system; nostalgic childhood favorite.
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,211455746,True,positive,story,not_mentioned,english,"Excellent storytelling, combat, music, and cutscenes. Highly engaged for sequel."
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,213118350,True,positive,other,not_mentioned,chinese,Awesome game
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,214343856,True,positive,other,not_mentioned,chinese,Successfully rebooted the original game
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,221233499,True,negative,content_volume,not_mentioned,english,"Disappointed remake only covers disc one, not full original game."
1462040,Final Fantasy VII Remake Intergrade,square_enix,koreana,216742263,False,negative,story,not_mentioned,korean,"Disappointing gameplay, flat characters, tedious exploration, poor immersion."
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,218380545,True,mixed,gameplay,not_mentioned,chinese,"Gameplay controls poor, but story and characters redeem it to good standard."
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,220339552,True,positive,other,not_mentioned,chinese,Long-time fan fulfilled childhood dream playing this game.
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,217437709,True,positive,gameplay,not_mentioned,chinese,Fun and engaging gameplay
1462040,Final Fantasy VII Remake Intergrade,square_enix,japanese,219799288,False,negative,gameplay,not_mentioned,japanese,Boring with dragging story and excessive combat stress.
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,218350681,False,negative,gameplay,not_mentioned,english,"Remake ruined classic story, replaced turn-based combat with poor system."
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,214681215,True,positive,gameplay,not_mentioned,chinese,Fun game
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,218496808,True,positive,console_comparison,not_mentioned,english,"Previously played on PS, still holds up as excellent"
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,214442443,True,positive,port_quality,yes_positive,english,"Masterpiece without Denuvo; excellent optimization, story, graphics, music, combat."
1462040,Final Fantasy VII Remake Intergrade,square_enix,german,214793299,True,positive,gameplay,not_mentioned,german,Great game with excellent longevity and replayability
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,217960526,True,positive,gameplay,not_mentioned,english,Loved replaying this version after original experience
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,216818963,True,positive,gameplay,not_mentioned,english,Excellent FF entry with great graphics and enjoyable accessible gameplay
1462040,Final Fantasy VII Remake Intergrade,square_enix,spanish,221478592,True,positive,graphics,not_mentioned,spanish,Excellent remake faithfully expands Midgar with stunning graphics and deeper character development.
1462040,Final Fantasy VII Remake Intergrade,square_enix,german,214343536,True,positive,other,not_mentioned,german,"Everyone knows FF, I can recommend it."
1462040,Final Fantasy VII Remake Intergrade,square_enix,brazilian,213979581,True,positive,other,not_mentioned,portuguese,I love this game.
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,215626738,True,positive,other,not_mentioned,german,"Best JRPG played so far, an absolute masterpiece"
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,211649242,True,positive,graphics,not_mentioned,english,Great game with amazing visuals
1462040,Final Fantasy VII Remake Intergrade,square_enix,tchinese,211849583,True,positive,other,not_mentioned,chinese,"Direct positive review, mentions character appreciation"
1462040,Final Fantasy VII Remake Intergrade,square_enix,turkish,210633436,True,positive,gameplay,not_mentioned,turkish,Fantastic remake with amazing gameplay and story moments
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,214356097,True,positive,other,not_mentioned,english,Enthusiastic praise for the game overall
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,217650966,False,negative,gameplay,not_mentioned,chinese,"Padded remake with poor pacing, tedious quests, clunky combat system."
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,212780557,True,positive,gameplay,not_mentioned,english,"Fun combat system, but excessive cutscenes interrupt game flow."
1462040,Final Fantasy VII Remake Intergrade,square_enix,spanish,213691793,True,positive,other,not_mentioned,spanish,Game recommended by reviewer
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,215850219,True,positive,gameplay,not_mentioned,english,Fun combat and presentation marred by poor story additions and forced pacing.
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,213489544,True,positive,story,not_mentioned,chinese,"Good story and characters, but gameplay is slow and dialogue heavy."
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,216624888,True,positive,other,not_mentioned,english,Reviewer expresses approval with minimal detail provided.
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,217211842,True,positive,other,not_mentioned,spanish,User expresses positive sentiment with single word meaning beautiful.
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,214555071,False,negative,gameplay,not_mentioned,chinese,Criticizes the battle system design as poor and unintelligent.
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,211789816,True,positive,other,not_mentioned,chinese,Enthusiastic exclamation of approval
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,215585232,True,positive,other,not_mentioned,english,Humorous comparison claiming this game surpasses another title
1462040,Final Fantasy VII Remake Intergrade,square_enix,tchinese,214310939,True,positive,gameplay,not_mentioned,chinese,Rich story and satisfying combat mechanics
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,217472236,True,positive,gameplay,not_mentioned,english,Enjoying the game so far after 5 hours of play
1462040,Final Fantasy VII Remake Intergrade,square_enix,german,220779361,True,positive,story,not_mentioned,german,Story setup of Final Fantasy VII Remake with Cloud and Avalanche vs Shinra
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,221638571,True,positive,console_comparison,yes_positive,english,"PC version excellent; worth playing after PS4 release, great DLC content"
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,214470391,True,positive,graphics,not_mentioned,english,Beautiful graphics reminiscent of FF7: Advent Children
1462040,Final Fantasy VII Remake Intergrade,square_enix,schinese,212402671,False,negative,other,not_mentioned,chinese,"Flooded with issues, game drowning in problems."
1462040,Final Fantasy VII Remake Intergrade,square_enix,spanish,215578949,True,positive,gameplay,not_mentioned,spanish,"First Final Fantasy, loving it, eager to play Rebirth"
1462040,Final Fantasy VII Remake Intergrade,square_enix,english,216830136,True,positive,gameplay,not_mentioned,english,"Excellent combat, engaging sidequests, lovable characters, strong value"
1462040,Final Fantasy VII Remake Intergrade,square_enix,german,211755351,True,positive,gameplay,not_mentioned,german,"Excellent remake with great story, characters, and combat system."
1462040,Final Fantasy VII Remake Intergrade,square_enix,italian,213147903,True,positive,other,not_mentioned,italian,Beautiful or excellent - very short positive expression
1593500,God of War (2018),sie,english,219893035,True,positive,story,not_mentioned,english,Kratos is a great father.
1593500,God of War (2018),sie,portuguese,219072855,True,positive,other,not_mentioned,portuguese,Game is awesome
1593500,God of War (2018),sie,russian,221936700,True,positive,other,not_mentioned,russian,"Finally playing this series, really enjoying it"
1593500,God of War (2018),sie,ukrainian,216923601,True,positive,gameplay,not_mentioned,other,"Well-crafted game with solid elements, minor annoyances"
1593500,God of War (2018),sie,english,218182131,True,negative,gameplay,not_mentioned,english,Good story undermined by repetitive puzzles and lifeless world design.
1593500,God of War (2018),sie,french,218425297,True,positive,other,not_mentioned,spanish,"Simple positive affirmation, minimal review content"
1593500,God of War (2018),sie,english,217292643,True,positive,story,not_mentioned,english,Amazing game with excellent story
1593500,God of War (2018),sie,brazilian,219344092,True,positive,story,not_mentioned,portuguese,Engaging story and first platinum achievement earned.
1593500,God of War (2018),sie,brazilian,220716052,True,positive,other,not_mentioned,portuguese,"Excellent game, ages like fine wine."
1593500,God of War (2018),sie,spanish,220522226,True,negative,other,not_mentioned,spanish,Dismissive exclamation about Fortnite's uncle character
1593500,God of War (2018),sie,brazilian,220897061,True,positive,story,not_mentioned,portuguese,"Addictive gameplay with excellent story, worthy God of War comparison."
1593500,God of War (2018),sie,spanish,218745115,True,positive,other,not_mentioned,spanish,Enjoy the game and play peacefully
1593500,God of War (2018),sie,english,218210724,True,positive,story,not_mentioned,english,"Excellent story-driven game, highly recommended favorite"
1593500,God of War (2018),sie,english,218970133,True,positive,gameplay,not_mentioned,english,"Good fresh start for Kratos and Atreus, wishes for harder single journey instead"
1593500,God of War (2018),sie,russian,219650724,True,positive,story,not_mentioned,russian,"Strong story and music, excellent characters, minimal tedious platinum tasks."
1593500,God of War (2018),sie,schinese,219540688,False,mixed,gameplay,not_mentioned,chinese,"Combat satisfying, but puzzles tedious, motion sickness issues, and bugs detract."
1593500,God of War (2018),sie,koreana,221377983,True,positive,console_comparison,not_mentioned,korean,"Outstanding game, replaying after PlayStation version, still best."
1593500,God of War (2018),sie,english,220731536,True,negative,other,not_mentioned,other,Invalid review content with no substantive feedback.
1593500,God of War (2018),sie,brazilian,219872401,True,negative,other,not_mentioned,portuguese,Too much of something; unclear complaint about the game.
1593500,God of War (2018),sie,thai,218125370,True,positive,other,not_mentioned,other,Short positive feedback without specific details provided.
1593500,God of War (2018),sie,brazilian,219383567,True,positive,other,not_mentioned,portuguese,Perfect - brief positive affirmation
1593500,God of War (2018),sie,spanish,220950808,True,positive,other,not_mentioned,spanish,"Remembering is living again, very good game"
1593500,God of War (2018),sie,english,218524714,True,positive,story,not_mentioned,english,"Impactful story with great visuals and combat, excellent sequel."
1593500,God of War (2018),sie,english,218358514,True,positive,story,not_mentioned,english,Great story and epic battle finishers make this a favorite game.
1593500,God of War (2018),sie,brazilian,217345096,True,positive,other,not_mentioned,portuguese,"Great game, very cool experience"
1593500,God of War (2018),sie,latam,219326574,True,positive,other,not_mentioned,spanish,Good game
1593500,God of War (2018),sie,spanish,219455122,True,positive,story,not_mentioned,spanish,Excellent story with great character development for Kratos and Atreus.
1593500,God of War (2018),sie,english,217347539,True,negative,other,not_mentioned,english,Unclear/incomplete review text provided
1593500,God of War (2018),sie,schinese,217345524,True,not_mentioned,other,not_mentioned,chinese,Brief mention of God of War and an aging father character.
1593500,God of War (2018),sie,brazilian,219229924,True,positive,other,not_mentioned,portuguese,Incredible game experience
1593500,God of War (2018),sie,turkish,219899835,True,neutral,other,not_mentioned,other,Incomplete review with Turkish text only
1593500,God of War (2018),sie,english,220240362,True,positive,other,not_mentioned,english,User expressed approval with minimal detail provided.
1593500,God of War (2018),sie,turkish,221322931,True,positive,gameplay,not_mentioned,turkish,"This game is a blast to play, really fun experience."
1593500,God of War (2018),sie,koreana,216944138,True,mixed,gameplay,not_mentioned,korean,Good overall except for frustrating puzzle mechanics
1593500,God of War (2018),sie,french,219834563,True,negative,other,not_mentioned,english,Insufficient review content to assess game quality.
1593500,God of War (2018),sie,english,221076659,True,positive,other,not_mentioned,english,Very positive sentiment about the game overall
1593500,God of War (2018),sie,english,218341696,True,negative,other,not_mentioned,other,No review content provided for analysis.
1593500,God of War (2018),sie,koreana,217902746,True,positive,other,not_mentioned,korean,"Excellent game, highly satisfying gameplay experience"
1593500,God of War (2018),sie,russian,218389593,False,negative,port_quality,yes_negative,russian,"Poor PC port with slow controls, bad camera, clunky interactions."
1593500,God of War (2018),sie,russian,220025150,True,positive,story,not_mentioned,russian,"Excellent story and gameplay, character development well done, 9/10"
1593500,God of War (2018),sie,brazilian,221946402,True,negative,other,not_mentioned,portuguese,Single word review with unclear meaning or context.
1593500,God of War (2018),sie,english,221512378,True,negative,other,not_mentioned,english,Insufficient review text to provide meaningful analysis.
1593500,God of War (2018),sie,schinese,217531989,True,negative,other,not_mentioned,chinese,Extremely brief review with no substantive content or feedback.
1593500,God of War (2018),sie,brazilian,218600428,True,positive,story,not_mentioned,portuguese,God of War 2018 brilliantly reimagines Kratos through redemption and fatherhood.
1593500,God of War (2018),sie,polish,221414971,True,positive,other,not_mentioned,portuguese,A decent game
1593500,God of War (2018),sie,russian,218420181,True,positive,other,not_mentioned,english,"Excellent game, highly recommended with near-perfect score."
1593500,God of War (2018),sie,schinese,219193579,False,mixed,gameplay,not_mentioned,chinese,"First three hours enjoyable, implies issues later"
1593500,God of War (2018),sie,brazilian,218538718,True,positive,gameplay,not_mentioned,portuguese,Incredible God of War experience with amazing graphics and diverse combat.
1593500,God of War (2018),sie,brazilian,219390686,True,positive,other,not_mentioned,portuguese,Very good
1593500,God of War (2018),sie,russian,218162707,True,positive,gameplay,not_mentioned,russian,Excellent God of War game with detailed gameplay and engaging content
1649080,Two Point Campus,sega_atlus,tchinese,146602799,True,positive,other,not_mentioned,english,Kill Time Besties - enthusiastic endorsement with stylized title.
1649080,Two Point Campus,sega_atlus,italian,217565543,True,mixed,gameplay,not_mentioned,italian,"Early schools manageable, later ones become complex to handle"
1649080,Two Point Campus,sega_atlus,english,162956416,True,positive,gameplay,not_mentioned,english,Favorite game with great possibilities and gameplay options.
1649080,Two Point Campus,sega_atlus,english,135744960,True,positive,gameplay,not_mentioned,english,"Great gameplay with functional building changes, characters, rooms, and challenges."
1649080,Two Point Campus,sega_atlus,english,172407674,True,positive,other,not_mentioned,english,Brief positive comment about the game
1649080,Two Point Campus,sega_atlus,english,206149839,True,positive,other,not_mentioned,english,Short positive review with minimal detail.
1649080,Two Point Campus,sega_atlus,french,157083760,True,positive,gameplay,not_mentioned,french,Addictive management game with annoying bugs and repetitive soundtrack.
1649080,Two Point Campus,sega_atlus,thai,188562952,True,negative,gameplay,not_mentioned,other,Game is extremely time-consuming and draining
1649080,Two Point Campus,sega_atlus,english,152088063,True,positive,gameplay,not_mentioned,english,Natural progression from Two Point Hospital with excellent humor and engaging management gameplay
1649080,Two Point Campus,sega_atlus,english,186432631,True,positive,gameplay,not_mentioned,english,Super really fun game experience
1649080,Two Point Campus,sega_atlus,schinese,215382269,True,positive,graphics,not_mentioned,chinese,"Beautiful music, art, and voice acting; relaxing game"
1649080,Two Point Campus,sega_atlus,schinese,175816424,True,mixed,value,not_mentioned,chinese,"Good value at 40% discount, high repetition content later."
1649080,Two Point Campus,sega_atlus,english,198615351,True,positive,gameplay,not_mentioned,english,Enchanting sandbox builder with creative freedom and fun story mode.
1649080,Two Point Campus,sega_atlus,german,143215453,True,positive,gameplay,not_mentioned,other,Well made game that is lots of fun
1649080,Two Point Campus,sega_atlus,spanish,210490979,False,negative,gameplay,not_mentioned,spanish,Game lacks depth and fun despite giving it a fair chance.
1649080,Two Point Campus,sega_atlus,schinese,151563832,True,mixed,value,not_mentioned,chinese,"Good for newcomers, reskin cash-grab for series veterans."
1649080,Two Point Campus,sega_atlus,russian,220913810,True,mixed,gameplay,not_mentioned,russian,"Decent gameplay, hospital section better thought out, similar mechanics"
1649080,Two Point Campus,sega_atlus,tchinese,206183420,True,positive,gameplay,not_mentioned,chinese,"Fun and relaxing gameplay, good autumn sale purchase"
1649080,Two Point Campus,sega_atlus,german,166554860,True,positive,gameplay,not_mentioned,other,Good game with less challenging campus mechanics than expected.
1649080,Two Point Campus,sega_atlus,english,182279438,True,mixed,gameplay,not_mentioned,english,Good game hampered by missing quality-of-life features and interface nuisances.
1649080,Two Point Campus,sega_atlus,schinese,149165186,True,positive,gameplay,not_mentioned,chinese,Maintains series quality with richer content but repetitive late-game
1649080,Two Point Campus,sega_atlus,english,189571800,True,positive,gameplay,not_mentioned,english,Fun campus management with engaging course variety like spy school.
1649080,Two Point Campus,sega_atlus,schinese,206261084,True,mixed,gameplay,not_mentioned,chinese,Fun initially but becomes repetitive and tedious later
1649080,Two Point Campus,sega_atlus,english,183120173,True,positive,other,not_mentioned,english,"Player excited about Two Point Museum, appears to be fan of tycoon games."
1649080,Two Point Campus,sega_atlus,french,209441968,True,positive,gameplay,not_mentioned,portuguese,"Improved formula from first game, excellent successor to Tycoon series"
1649080,Two Point Campus,sega_atlus,schinese,200513380,False,negative,performance,yes_negative,chinese,Poor optimization causes late-game stuttering despite low CPU/GPU usage
1649080,Two Point Campus,sega_atlus,english,157814062,True,positive,gameplay,not_mentioned,english,"Fun, relaxing game with low commitment that holds attention."
1649080,Two Point Campus,sega_atlus,english,212521863,True,positive,gameplay,not_mentioned,english,"Solid city builder with good soundtrack, humor hit-or-miss, worth buying on sale"
1649080,Two Point Campus,sega_atlus,english,143916987,True,positive,gameplay,not_mentioned,english,Charming management game with excellent customization and humor
1649080,Two Point Campus,sega_atlus,german,217245334,True,positive,gameplay,not_mentioned,other,Nice game that's addictive and engaging.
1649080,Two Point Campus,sega_atlus,thai,199710632,True,negative,other,not_mentioned,english,Expletive-only review with no substantive content
1649080,Two Point Campus,sega_atlus,polish,155360818,True,positive,console_comparison,yes_positive,polish,Better than Two Point Hospital
1649080,Two Point Campus,sega_atlus,english,165896365,True,positive,gameplay,not_mentioned,english,"Charming strategy game with fun animations, lacks sound effects."
1649080,Two Point Campus,sega_atlus,schinese,143122648,True,negative,other,not_mentioned,english,Insufficient content for review analysis
1649080,Two Point Campus,sega_atlus,schinese,147558731,True,neutral,other,not_mentioned,chinese,Good for killing time
1649080,Two Point Campus,sega_atlus,polish,154461169,True,mixed,value,not_mentioned,polish,"Nice game, but would be better if free."
1649080,Two Point Campus,sega_atlus,japanese,170934844,True,negative,gameplay,not_mentioned,japanese,Excessive restrictions limit building freedom; item unlock system too grindy and stingy.
1649080,Two Point Campus,sega_atlus,schinese,188172191,True,mixed,gameplay,not_mentioned,chinese,Fun overall but repetitive gameplay and furniture placement issues frustrate.
1649080,Two Point Campus,sega_atlus,schinese,133470836,True,positive,value,not_mentioned,chinese,"Enjoyed free period, plans to purchase when finances allow"
1649080,Two Point Campus,sega_atlus,english,181088794,False,negative,gameplay,not_mentioned,english,"Game feels shallow, fun wore off quickly"
1649080,Two Point Campus,sega_atlus,english,153550978,False,negative,gameplay,not_mentioned,english,Boring gameplay with relentless building pace unlike predecessor Two Point Hospital
1649080,Two Point Campus,sega_atlus,turkish,209092519,True,positive,gameplay,not_mentioned,turkish,Addictive grinding gameplay kept me playing for 16 hours straight.
1649080,Two Point Campus,sega_atlus,french,143508479,True,positive,gameplay,not_mentioned,french,Excellent addictive management game with great mechanics and ergonomic interface
1649080,Two Point Campus,sega_atlus,schinese,161347302,True,positive,value,not_mentioned,chinese,Enthusiastic recommendation to purchase the game.
1649080,Two Point Campus,sega_atlus,swedish,154998016,True,positive,gameplay,not_mentioned,english,"Addictive, rewarding gameplay superior to Two Point Hospital."
1649080,Two Point Campus,sega_atlus,english,176122592,True,positive,gameplay,not_mentioned,english,Goofy Theme Hospital-like game with solid depth and enjoyment
1649080,Two Point Campus,sega_atlus,swedish,172268251,True,positive,gameplay,not_mentioned,english,"Fun game with clean interface, slight learning curve but worth it."
1649080,Two Point Campus,sega_atlus,english,200293863,True,mixed,gameplay,not_mentioned,english,Solid game with persistent pathfinding issues and minor bugs lacking polish.
1649080,Two Point Campus,sega_atlus,schinese,215090410,True,negative,performance,yes_negative,chinese,Game brightness issue occurs immediately upon launch.
1649080,Two Point Campus,sega_atlus,english,157129165,True,positive,gameplay,not_mentioned,english,Fun strategy and management gameplay experience
1649240,Returnal,sie,spanish,155001610,False,negative,performance,not_mentioned,spanish,"Heavily buggy game compared to launch Cyberpunk, extremely negative experience."
1649240,Returnal,sie,english,220133149,True,negative,other,not_mentioned,english,Empty or invalid review submission
1649240,Returnal,sie,english,168950641,True,neutral,other,not_mentioned,english,"Minimal review text, insufficient information for analysis."
1649240,Returnal,sie,english,145532879,True,negative,gameplay,not_mentioned,english,"Compares game unfavorably to Metroid Prime, questions roguelike design choice."
1649240,Returnal,sie,french,178301918,True,mixed,gameplay,not_mentioned,portuguese,"Good art and gameplay, but becomes repetitive with weak progression."
1649240,Returnal,sie,english,213387411,True,positive,console_comparison,not_mentioned,english,"Enjoyed 60+ hours on PlayStation, very positive experience."
1649240,Returnal,sie,schinese,162849418,True,negative,gameplay,not_mentioned,chinese,Reviewer claims to be too unskilled at the game.
1649240,Returnal,sie,russian,195494558,True,positive,story,not_mentioned,russian,"One of the best games ever - perfect atmosphere, graphics, sound, story."
1649240,Returnal,sie,brazilian,158174700,True,positive,other,not_mentioned,portuguese,Brief positive comment about the game being cool.
1649240,Returnal,sie,english,193688460,True,positive,other,not_mentioned,english,Positive expression of approval
1649240,Returnal,sie,russian,218950286,True,positive,gameplay,not_mentioned,russian,Returnal's atmospheric roguelike loop creates engaging dread and wonder
1649240,Returnal,sie,english,184580082,True,mixed,gameplay,not_mentioned,english,"Good game, but lacks difficulty options; too easy ruins time loop tension."
1649240,Returnal,sie,latam,205007248,True,mixed,performance,yes_negative,spanish,Good challenging gameplay but poor PC optimization causes tearing and FPS drops.
1649240,Returnal,sie,english,151697364,True,positive,gameplay,yes_positive,english,"Excellent polished rogue-like with depth, challenging gameplay, no performance issues."
1649240,Returnal,sie,english,216506630,True,negative,other,not_mentioned,english,Review contains only a name with no game commentary.
1649240,Returnal,sie,english,157731775,True,positive,gameplay,not_mentioned,english,Excellent Mass Effect-style roguelike with challenging combat and compelling sci-fi horror story.
1649240,Returnal,sie,english,221675158,False,negative,performance,yes_negative,english,Severe performance issues with inconsistent FPS drops ruin engaging gameplay.
1649240,Returnal,sie,russian,213494596,True,mixed,gameplay,not_mentioned,russian,"Interesting gameplay and story, but very difficult with 100-150 hours completion"
1649240,Returnal,sie,german,172827315,True,mixed,multiplayer,not_mentioned,english,"Good game, but multiplayer design lacks true cooperation and shared progression."
1649240,Returnal,sie,german,191030436,True,mixed,value,not_mentioned,english,"Fun game, but wait for sale; needs more variety and story depth"
1649240,Returnal,sie,english,156257742,True,positive,gameplay,not_mentioned,english,Excellent roguelike with engaging story and great PS5 controller support.
1649240,Returnal,sie,english,196765036,False,mixed,performance,yes_negative,english,Fun gameplay undermined by persistent FPS stuttering affecting combat
1649240,Returnal,sie,schinese,213709304,True,negative,value,not_mentioned,chinese,"Expensive, tiring gameplay, difficulty finding players"
1649240,Returnal,sie,english,191513062,True,positive,console_comparison,yes_positive,english,PC version superior to PS5 with beautiful visuals and rewarding gameplay
1649240,Returnal,sie,english,216040056,False,negative,gameplay,not_mentioned,english,Poorly designed roguelite shooter with frustrating mechanics and shallow progression.
1649240,Returnal,sie,english,207025470,True,positive,gameplay,not_mentioned,english,Game is extremely fun and engaging
1649240,Returnal,sie,italian,163451295,False,negative,port_quality,yes_negative,portuguese,Beautiful game but crashes frequently with unmotivated frame drops.
1649240,Returnal,sie,latam,217086656,True,mixed,performance,yes_negative,spanish,Good game but poorly optimized on PC
1649240,Returnal,sie,english,152631684,True,mixed,performance,yes_negative,english,Excellent gameplay marred by unfixed memory leaks and FPS issues.
1649240,Returnal,sie,ukrainian,219988841,True,mixed,gameplay,not_mentioned,english,"Difficult early game, becomes easy after third boss."
1649240,Returnal,sie,english,205984327,True,positive,other,not_mentioned,english,Game is good
1649240,Returnal,sie,english,161345717,True,negative,other,not_mentioned,english,Expresses frustration that Returnal receives insufficient attention or discussion
1649240,Returnal,sie,english,170733852,True,positive,other,not_mentioned,english,Outstanding game of the generation
1649240,Returnal,sie,english,150840705,True,positive,performance,yes_negative,english,"Great gameplay and story, but performance optimization needs improvement."
1649240,Returnal,sie,schinese,155552502,True,negative,gameplay,not_mentioned,chinese,"Mediocre roguelike with blurry graphics, exhausting audio, limited progression."
1649240,Returnal,sie,italian,160380526,True,positive,gameplay,not_mentioned,italian,"High-budget roguelike with intense gameplay and varied mechanics, demanding focus."
1649240,Returnal,sie,french,176018755,True,positive,content_volume,not_mentioned,french,Excellent game deserving DLC and sequels; wants more similar titles
1649240,Returnal,sie,russian,195126809,True,negative,gameplay,not_mentioned,russian,Criticizes symbol collection mechanic as poorly designed feature.
1649240,Returnal,sie,english,143628671,True,mixed,other,not_mentioned,english,"Philosophical reflection on struggle and contentment, not a game review."
1649240,Returnal,sie,english,190525733,False,negative,gameplay,not_mentioned,english,Reviewer finds the game boring and pointless despite acknowledging others may enjoy it.
1649240,Returnal,sie,english,159486816,False,negative,performance,yes_negative,english,Game crashes frequently and stutters; gameplay unremarkable
1649240,Returnal,sie,english,215843507,True,positive,gameplay,not_mentioned,english,"Brutal, unforgiving, satisfying shooter with great mechanics and execution."
1649240,Returnal,sie,english,152234606,True,positive,performance,yes_negative,english,Addictive gameplay hampered by stuttering despite high-end PC hardware
1649240,Returnal,sie,brazilian,167043098,True,positive,gameplay,not_mentioned,spanish,Excellent rogue-lite gameplay experience
1649240,Returnal,sie,english,160901015,True,positive,port_quality,yes_positive,english,"Epic cosmic horror Metroidvania, stunning on PC with max settings."
1649240,Returnal,sie,english,185149761,True,positive,gameplay,not_mentioned,english,"Challenging but balanced gameplay, very enjoyable experience"
1649240,Returnal,sie,german,177706414,True,positive,gameplay,not_mentioned,german,Excellent game with addictive flow once you get into it.
1649240,Returnal,sie,english,206664886,False,negative,performance,yes_negative,english,"Poor co-op, crashes, bad optimization. Don't waste money."
1649240,Returnal,sie,english,218858187,True,mixed,pc_specific,yes_negative,english,Good gameplay and graphics marred by unwanted Epic Games overlay installation attempts
1649240,Returnal,sie,english,162930527,True,positive,gameplay,not_mentioned,english,Phenomenal psychological gameplay with unique world-changing mechanics after death.
1672500,Gundam Breaker 4,bandai_namco,tchinese,173700016,True,negative,other,not_mentioned,chinese,Outdated game disappointing player experience
1672500,Gundam Breaker 4,bandai_namco,english,173768504,True,mixed,value,not_mentioned,english,"Grindy Gundam game with excellent customization, poor value pricing."
1672500,Gundam Breaker 4,bandai_namco,english,175321181,True,positive,gameplay,yes_positive,english,"Excellent customization and fun fighting mechanics, great on Steam Deck"
1672500,Gundam Breaker 4,bandai_namco,japanese,177043557,True,mixed,gameplay,not_mentioned,japanese,Build customization is addictive but gameplay lacks depth and content.
1672500,Gundam Breaker 4,bandai_namco,english,174103366,True,positive,content_volume,not_mentioned,english,"Amazing game, wants more mobile suits, skills, and community Discord."
1672500,Gundam Breaker 4,bandai_namco,tchinese,174424974,True,negative,gameplay,not_mentioned,chinese,Fan-only game with simplistic story and minimal assembly improvements.
1672500,Gundam Breaker 4,bandai_namco,german,208897636,True,positive,gameplay,not_mentioned,english,Cool game that is very fun to play
1672500,Gundam Breaker 4,bandai_namco,thai,177696480,False,mixed,content_volume,not_mentioned,japanese,"Wait for sale; good customization but few units, bugs, poor QOL."
1672500,Gundam Breaker 4,bandai_namco,schinese,176726479,False,positive,other,not_mentioned,chinese,For justice! Enthusiastic exclamation of support.
1672500,Gundam Breaker 4,bandai_namco,schinese,174117968,False,negative,gameplay,not_mentioned,chinese,"Sequel significantly worse than predecessor; poor story, degraded combat system, frustrating mechanics."
1672500,Gundam Breaker 4,bandai_namco,english,173679179,True,positive,gameplay,not_mentioned,english,New player enjoys combat and customizable part collection mechanics
1672500,Gundam Breaker 4,bandai_namco,tchinese,176497695,False,negative,story,not_mentioned,chinese,Disappointed by Bandai's misleading marketing and terrible story.
1672500,Gundam Breaker 4,bandai_namco,english,189680339,False,mixed,gameplay,not_mentioned,english,"Customization is fun, but repetitive gameplay becomes boring quickly."
1672500,Gundam Breaker 4,bandai_namco,japanese,181894023,False,mixed,gameplay,not_mentioned,japanese,"Gameplay improved but story underwhelming, gundam building still enjoyable"
1672500,Gundam Breaker 4,bandai_namco,japanese,173730981,True,mixed,gameplay,not_mentioned,japanese,Satisfying Gundam customization with frequent loading interruptions dampen experience.
1672500,Gundam Breaker 4,bandai_namco,english,174643934,True,positive,gameplay,not_mentioned,english,"Amazing customization system, needs better sorting and QoL improvements."
1672500,Gundam Breaker 4,bandai_namco,english,175098077,True,positive,gameplay,not_mentioned,english,"Great customization mecha game, weak story, needs better skill explanations"
1672500,Gundam Breaker 4,bandai_namco,english,180050648,True,positive,gameplay,not_mentioned,english,GB4 improves level design and customization with non-stop action and flow.
1672500,Gundam Breaker 4,bandai_namco,japanese,173674675,True,mixed,gameplay,not_mentioned,japanese,Solid sequel but giant boss battles are tedious and frustrating.
